"time";"ano";"rodada";"data_confronto";"local";"gol";"razao_vitoria";"razao_empate";"razao_derrota";"media_gols";"media_gols_sofridos";"expectativa_gols";"forma";"elo";"exp_vitoria";"tipo_vencedor";"vitoria";"vencedor";"pontos";"preco"
"grêmio";2018;35;"2018-11-18";"C";2;0.4598;0.2634;0.2768;1.2098;0.8750;1.0000;12.0000;985.9500;"M";"M";1;"grêmio";91.09;289.17
"botafogo-rj";2018;35;"2018-11-18";"C";1;0.3656;0.2527;0.3817;1.1183;1.1452;1.0000;18.0000;984.7725;"M";"M";1;"botafogo-rj";64.25;201.13
"santos";2018;35;"2018-11-18";"F";1;0.4330;0.0759;0.3125;1.3080;0.9554;1.0000;0.0000;991.0450;"V";"M";0;"américa-mg";21.05;219.17
"cruzeiro";2018;35;"2018-11-18";"F";0;0.4643;0.2723;0.2857;1.4018;1.0223;0.0000;14.0000;954.8950;"M";"M";0;"são paulo";13.96;208.19
"palmeiras";2018;35;"2018-11-18";"F";1;0.4785;0.0484;0.3118;1.4624;1.1290;1.0000;12.0000;1017.3650;"V";"E";0;"empate";46.25;248.66
"são paulo";2018;35;"2018-11-18";"C";1;0.4196;0.2723;0.3080;1.2857;1.0848;1.0000;6.0000;990.5375;"M";"M";1;"são paulo";75.71;209.86
"sport";2018;35;"2018-11-18";"C";0;0.3441;0.2634;0.3925;1.1613;1.3441;1.0000;8.0000;996.5900;"M";"V";0;"flamengo";30.98;170.16
"internacional";2018;35;"2018-11-18";"F";0;0.4194;0.2527;0.3065;1.2097;1.0591;0.0000;12.0000;996.4700;"M";"M";0;"botafogo-rj";-1.09;242.63
"flamengo";2018;35;"2018-11-18";"F";1;0.4196;0.2188;0.3214;1.2857;1.0982;0.0000;12.0000;1017.3400;"M";"V";1;"flamengo";78.98;262.30
"américa-mg";2018;35;"2018-11-18";"C";2;0.2083;0.2361;0.5556;0.6944;1.3750;0.0000;0.0000;1019.7700;"V";"M";1;"américa-mg";40.47;188.42
"fluminense";2018;35;"2018-11-19";"C";0;0.3482;0.2589;0.3929;1.2054;1.2411;1.0000;2.0000;1011.9350;"M";"E";0;"empate";58.58;199.62
"ceará";2018;35;"2018-11-19";"F";0;0.2647;1.7059;0.4118;0.8529;1.0588;0.0000;2.0000;1009.3950;"M";"E";0;"empate";42.55;162.84
"vitória";2018;36;"2018-11-21";"F";0;0.3102;0.2995;0.4385;1.2353;1.4706;1.0000;1.0000;986.8950;"M";"M";0;"cruzeiro";23.45;186.17
"américa-mg";2018;36;"2018-11-21";"F";0;0.2192;0.5479;0.5479;0.7123;1.3699;0.0000;9.0000;1019.7700;"M";"M";0;"palmeiras";-7.09;179.17
"corinthians";2018;36;"2018-11-21";"F";0;0.4489;0.2267;0.2533;1.2400;0.8400;0.0000;12.0000;983.7300;"M";"M";0;"athlético-pr";29.35;188.04
"atlético-mg";2018;36;"2018-11-21";"F";2;0.4400;0.2267;0.2889;1.4622;1.1600;0.0000;16.0000;991.8000;"M";"V";1;"atlético-mg";45.82;198.85
"grêmio";2018;36;"2018-11-21";"F";0;0.4622;0.2578;0.2756;1.2133;0.8711;0.0000;12.0000;985.9500;"M";"M";0;"flamengo";19.85;278.49
"athlético-pr";2018;36;"2018-11-21";"C";1;0.4089;0.2267;0.3644;1.2578;1.1022;1.0000;14.0000;980.5200;"M";"M";1;"athlético-pr";64.36;213.45
"santos";2018;36;"2018-11-21";"C";1;0.4311;0.2533;0.3156;1.3067;0.9600;1.0000;0.0000;990.5450;"M";"E";0;"empate";33.60;217.57
"internacional";2018;36;"2018-11-21";"C";1;0.4171;0.2727;0.3102;1.2032;1.0588;1.0000;7.0000;995.4700;"M";"V";0;"atlético-mg";39.05;245.58
"flamengo";2018;36;"2018-11-21";"C";2;0.4222;0.2578;0.3200;1.2844;1.0933;1.0000;15.0000;1017.3400;"M";"M";1;"flamengo";80.07;263.36
"cruzeiro";2018;36;"2018-11-21";"C";3;0.4622;0.2489;0.2889;1.3956;1.0222;2.0000;6.0000;954.8950;"M";"M";1;"cruzeiro";66.00;216.18
"botafogo-rj";2018;36;"2018-11-21";"F";1;0.3690;0.3048;0.3797;1.1176;1.1390;0.0000;18.0000;985.2725;"M";"E";0;"empate";53.35;199.03
"palmeiras";2018;36;"2018-11-21";"C";4;0.4759;0.2139;0.3102;1.4599;1.1283;2.0000;10.0000;1017.3650;"M";"M";1;"palmeiras";122.95;258.55
"fluminense";2018;36;"2018-11-22";"F";0;0.3467;0.1956;0.3911;1.2000;1.2356;0.0000;4.0000;1011.9350;"M";"M";0;"bahia";19.64;195.39
"ceará";2018;36;"2018-11-22";"C";1;0.2571;0.3429;0.4000;0.8286;1.0286;1.0000;4.0000;1009.3950;"M";"M";1;"ceará";68.51;167.79
"chapecoense";2018;36;"2018-11-22";"C";2;0.3209;0.2888;0.3904;1.0695;1.2781;1.0000;3.0000;1005.6450;"M";"M";1;"chapecoense";36.00;173.66
"vasco";2018;36;"2018-11-22";"C";2;0.3020;0.3020;0.3960;1.0537;1.4027;1.0000;2.0000;1018.0050;"E";"M";1;"vasco";80.62;196.73
"bahia";2018;36;"2018-11-22";"C";2;0.3020;0.2953;0.4027;1.0403;1.1812;1.0000;7.0000;1010.7675;"M";"M";1;"bahia";61.09;199.39
"são paulo";2018;36;"2018-11-22";"F";0;0.4222;0.2000;0.3067;1.2844;1.0800;1.0000;12.0000;989.7875;"E";"M";0;"vasco";4.47;200.20
"sport";2018;36;"2018-11-22";"F";1;0.3422;0.2888;0.3957;1.1551;1.3422;0.0000;1.0000;996.5900;"M";"M";0;"chapecoense";45.82;173.68
"paraná";2018;36;"2018-11-22";"F";0;0.1143;0.3429;0.6000;0.4571;1.5143;0.0000;6.0000;1005.5825;"M";"M";0;"ceará";33.02;139.78
"santos";2018;37;"2018-11-24";"C";3;0.4292;0.2566;0.3142;1.3053;0.9602;1.0000;3.0000;990.5450;"M";"M";1;"santos";58.91;220.44
"atlético-mg";2018;37;"2018-11-24";"F";2;0.4425;0.2566;0.2876;1.4646;1.1593;0.0000;18.0000;991.8000;"M";"M";0;"santos";60.33;199.93
"corinthians";2018;37;"2018-11-25";"C";0;0.4469;0.2965;0.2566;1.2345;0.8407;1.0000;6.0000;983.2300;"M";"E";0;"empate";36.55;188.87
"palmeiras";2018;37;"2018-11-25";"F";1;0.4787;0.2394;0.3085;1.4734;1.1223;1.0000;12.0000;1017.8650;"E";"V";1;"palmeiras";65.78;249.38
"flamengo";2018;37;"2018-11-25";"F";2;0.4248;0.2478;0.3186;1.2876;1.0885;0.0000;18.0000;1018.8400;"M";"V";1;"flamengo";85.31;264.99
"internacional";2018;37;"2018-11-25";"C";2;0.4149;0.2713;0.3138;1.2021;1.0638;1.0000;3.0000;995.4700;"M";"M";1;"internacional";82.25;254.03
"vitória";2018;37;"2018-11-25";"C";0;0.3085;0.2500;0.4415;1.2287;1.4787;1.0000;1.0000;986.8950;"E";"E";0;"empate";84.44;197.47
"ceará";2018;37;"2018-11-25";"F";2;0.2778;1.4167;0.3889;0.8333;1.0000;0.0000;9.0000;1009.8950;"M";"E";0;"empate";24.11;158.85
"athlético-pr";2018;37;"2018-11-25";"C";2;0.4115;0.2257;0.3628;1.2566;1.0973;1.0000;16.0000;980.0200;"M";"E";0;"empate";28.58;210.13
"fluminense";2018;37;"2018-11-25";"F";0;0.3451;0.2257;0.3938;1.1947;1.2389;0.0000;0.0000;1011.9350;"M";"M";0;"internacional";19.20;193.97
"chapecoense";2018;37;"2018-11-25";"F";0;0.3245;0.3564;0.3883;1.0745;1.2766;0.0000;9.0000;1006.1450;"M";"E";0;"empate";67.42;177.82
"cruzeiro";2018;37;"2018-11-25";"C";0;0.4646;0.2478;0.2876;1.4027;1.0177;1.0000;12.0000;953.3950;"M";"V";0;"flamengo";15.16;209.54
"vasco";2018;37;"2018-11-25";"C";0;0.3067;0.3000;0.3933;1.0600;1.3933;1.0000;10.0000;1017.5050;"E";"V";0;"palmeiras";8.29;185.44
"américa-mg";2018;37;"2018-11-25";"C";1;0.2162;0.2297;0.5541;0.7027;1.4054;0.0000;6.0000;1020.2700;"E";"M";1;"américa-mg";74.73;193.23
"grêmio";2018;37;"2018-11-25";"F";0;0.4602;0.2080;0.2788;1.2080;0.8761;1.0000;7.0000;985.9500;"E";"E";0;"empate";54.65;279.90
"bahia";2018;37;"2018-11-25";"F";0;0.3067;0.1133;0.4000;1.0467;1.1733;0.0000;12.0000;1010.2675;"E";"M";0;"américa-mg";19.31;192.81
"paraná";2018;37;"2018-11-26";"F";1;0.1111;1.3333;0.6111;0.4444;1.5000;0.0000;0.0000;1005.5825;"M";"M";0;"botafogo-rj";27.05;140.04
"são paulo";2018;37;"2018-11-26";"C";0;0.4204;0.2699;0.3097;1.2788;1.0841;1.0000;7.0000;989.2875;"M";"E";0;"empate";43.75;203.68
"botafogo-rj";2018;37;"2018-11-26";"C";2;0.3670;0.2553;0.3777;1.1170;1.1383;1.0000;12.0000;985.2725;"M";"M";1;"botafogo-rj";54.00;198.39
"sport";2018;37;"2018-11-26";"F";0;0.3404;0.3245;0.3989;1.1543;1.3457;0.0000;1.0000;997.0900;"M";"E";0;"empate";48.87;173.13
"atlético-mg";2018;38;"2018-12-01";"C";1;0.4405;0.2687;0.2907;1.4670;1.1674;1.0000;9.0000;991.8000;"M";"M";1;"atlético-mg";58.69;199.62
"athlético-pr";2018;38;"2018-12-01";"F";2;0.4097;0.2555;0.3612;1.2599;1.1013;0.0000;12.0000;981.0200;"M";"V";1;"athlético-pr";34.91;210.63
"botafogo-rj";2018;38;"2018-12-01";"F";0;0.3704;0.3228;0.3757;1.1217;1.1376;0.0000;12.0000;985.2725;"M";"M";0;"atlético-mg";13.42;185.26
"flamengo";2018;38;"2018-12-01";"C";1;0.4273;0.2555;0.3172;1.2907;1.0837;1.0000;18.0000;1017.8400;"M";"V";0;"athlético-pr";35.35;257.26
"chapecoense";2018;38;"2018-12-02";"C";1;0.3228;0.2910;0.3862;1.0688;1.2698;1.0000;9.0000;1006.6450;"E";"M";1;"chapecoense";70.47;178.78
"bahia";2018;38;"2018-12-02";"C";0;0.3046;0.2914;0.4040;1.0397;1.1722;1.0000;6.0000;1010.2675;"E";"E";0;"empate";53.02;196.19
"vasco";2018;38;"2018-12-02";"F";0;0.3046;0.0861;0.3974;1.0530;1.3907;0.0000;6.0000;1018.0050;"M";"E";0;"empate";57.27;193.00
"são paulo";2018;38;"2018-12-02";"F";0;0.4185;0.2423;0.3084;1.2731;1.0793;1.0000;6.0000;988.7875;"E";"M";0;"chapecoense";7.42;198.14
"palmeiras";2018;38;"2018-12-02";"C";3;0.4815;0.2116;0.3069;1.4709;1.1164;1.0000;16.0000;1018.3650;"E";"M";1;"palmeiras";78.98;258.23
"paraná";2018;38;"2018-12-02";"C";1;0.1081;0.2703;0.6216;0.4595;1.5135;0.0000;1.0000;1006.0825;"V";"E";0;"empate";32.62;143.27
"corinthians";2018;38;"2018-12-02";"F";0;0.4449;0.2643;0.2555;1.2291;0.8370;0.0000;6.0000;983.2300;"M";"M";0;"grêmio";7.31;182.94
"ceará";2018;38;"2018-12-02";"C";0;0.2703;0.3514;0.3784;0.8649;1.0270;1.0000;10.0000;1009.3950;"M";"E";0;"empate";42.76;162.54
"grêmio";2018;38;"2018-12-02";"C";1;0.4581;0.2643;0.2775;1.2026;0.8722;1.0000;6.0000;985.9500;"M";"M";1;"grêmio";61.20;282.17
"vitória";2018;38;"2018-12-02";"F";2;0.3069;0.2116;0.4392;1.2222;1.4709;1.0000;3.0000;986.3950;"E";"M";0;"palmeiras";35.35;188.85
"internacional";2018;38;"2018-12-02";"F";1;0.4180;0.0529;0.3122;1.2063;1.0582;1.0000;9.0000;994.9700;"V";"E";0;"empate";46.15;249.89
"santos";2018;38;"2018-12-02";"F";1;0.4317;0.2203;0.3128;1.3128;0.9648;0.0000;9.0000;990.5450;"M";"M";0;"sport";46.91;223.39
"fluminense";2018;38;"2018-12-02";"C";1;0.3436;0.2599;0.3965;1.1894;1.2423;1.0000;1.0000;1011.9350;"M";"M";1;"fluminense";77.78;201.55
"américa-mg";2018;38;"2018-12-02";"F";0;0.2267;0.7867;0.5467;0.7067;1.3867;0.0000;12.0000;1020.2700;"M";"M";0;"fluminense";16.04;188.29
"sport";2018;38;"2018-12-02";"C";2;0.3386;0.2646;0.3968;1.1481;1.3386;1.0000;3.0000;997.0900;"M";"M";1;"sport";60.55;175.39
"cruzeiro";2018;38;"2018-12-02";"F";0;0.4626;0.1938;0.2907;1.3965;1.0220;1.0000;6.0000;953.3950;"E";"E";0;"empate";61.75;214.80
"chapecoense";2019;1;"2019-04-27";"C";2;0.3263;0.2895;0.3842;1.0684;1.2632;1.0000;14.0000;1006.6450;"M";"M";1;"chapecoense";76.58;182.32
"flamengo";2019;1;"2019-04-27";"C";3;0.4254;0.2544;0.3202;1.2895;1.0877;1.0000;9.0000;1017.8400;"M";"M";1;"flamengo";63.16;223.20
"cruzeiro";2019;1;"2019-04-27";"F";1;0.4605;0.2544;0.2895;1.3904;1.0175;0.0000;6.0000;953.3950;"M";"M";0;"flamengo";7.31;187.82
"botafogo-rj";2019;1;"2019-04-27";"F";0;0.3684;0.3263;0.3789;1.1158;1.1368;0.0000;7.0000;985.2725;"M";"M";0;"são paulo";16.04;153.75
"atlético-mg";2019;1;"2019-04-27";"C";2;0.4430;0.2675;0.2895;1.4649;1.1623;2.0000;12.0000;991.8000;"M";"M";1;"atlético-mg";50.62;234.76
"são paulo";2019;1;"2019-04-27";"C";2;0.4167;0.2719;0.3114;1.2675;1.0789;1.0000;2.0000;988.7875;"M";"M";1;"são paulo";57.71;225.13
"internacional";2019;1;"2019-04-27";"F";0;0.4158;0.2895;0.3105;1.2053;1.0579;0.0000;9.0000;994.9700;"M";"M";0;"chapecoense";31.85;246.53
"avaí";2019;1;"2019-04-27";"F";1;0.2763;0.8026;0.4342;0.8816;1.4211;0.0000;12.0000;1011.7700;"M";"M";0;"atlético-mg";24.55;128.95
"palmeiras";2019;1;"2019-04-28";"C";4;0.4842;0.2105;0.3053;1.4789;1.1211;0.0000;18.0000;1019.3025;"E";"M";1;"palmeiras";0.00;0.00
"fortaleza";2019;1;"2019-04-28";"F";0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1000.0825;"E";"M";0;"palmeiras";22.25;144.16
"ceará";2019;1;"2019-04-28";"C";4;0.2632;0.3684;0.3684;0.8421;1.0000;0.0000;8.0000;1010.3325;"E";"M";1;"ceará";105.71;210.52
"goiás";2019;1;"2019-04-28";"F";1;0.3421;0.5175;0.4211;1.0965;1.1667;0.0000;7.0000;995.2700;"M";"V";1;"goiás";61.42;159.32
"fluminense";2019;1;"2019-04-28";"C";0;0.3465;0.2588;0.3947;1.1886;1.2368;1.0000;9.0000;1010.9350;"M";"V";0;"goiás";-3.60;147.43
"santos";2019;1;"2019-04-28";"F";2;0.4298;0.2632;0.3158;1.3114;0.9693;0.0000;7.0000;991.5450;"M";"V";1;"santos";52.47;223.52
"athlético-pr";2019;1;"2019-04-28";"C";4;0.4123;0.2281;0.3596;1.2632;1.1009;1.0000;14.0000;981.0200;"M";"M";1;"athlético-pr";64.04;202.83
"corinthians";2019;1;"2019-04-28";"F";2;0.4430;0.1974;0.2588;1.2237;0.8377;0.0000;0.0000;982.7300;"E";"M";0;"bahia";50.18;227.31
"csa";2019;1;"2019-04-28";"F";0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.0000;1000.0825;"E";"M";0;"ceará";12.87;120.16
"grêmio";2019;1;"2019-04-28";"C";1;0.4605;0.2632;0.2763;1.2018;0.8684;1.0000;11.0000;984.9500;"M";"V";0;"santos";54.33;221.07
"vasco";2019;1;"2019-04-28";"F";1;0.3026;0.3421;0.3947;1.0461;1.3816;0.0000;8.0000;1018.0050;"M";"M";0;"athlético-pr";42.44;202.39
"bahia";2019;1;"2019-04-28";"C";3;0.3026;0.2961;0.4013;1.0329;1.1645;0.0000;6.0000;1010.7675;"E";"M";1;"bahia";69.82;218.09
"avaí";2019;2;"2019-05-01";"C";1;0.2727;0.2857;0.4416;0.8831;1.4286;0.0000;5.0000;1012.2700;"V";"E";0;"empate";28.69;136.27
"palmeiras";2019;2;"2019-05-01";"F";1;0.4869;0.0000;0.3037;1.4921;1.1152;0.0000;18.0000;1019.3025;"E";"E";0;"empate";0.00;0.00
"ceará";2019;2;"2019-05-01";"F";0;0.2821;1.4615;0.3590;0.9231;0.9744;0.0000;12.0000;1010.3325;"M";"M";0;"cruzeiro";19.85;208.93
"flamengo";2019;2;"2019-05-01";"F";1;0.4279;0.2271;0.3188;1.2969;1.0873;0.0000;14.0000;1017.8400;"M";"M";0;"internacional";35.78;217.24
"internacional";2019;2;"2019-05-01";"C";2;0.4136;0.2723;0.3141;1.1990;1.0628;1.0000;5.0000;994.9700;"M";"M";1;"internacional";61.96;236.34
"chapecoense";2019;2;"2019-05-01";"F";0;0.3298;0.3560;0.3822;1.0733;1.2565;0.0000;16.0000;1006.6450;"M";"M";0;"corinthians";34.69;196.31
"csa";2019;2;"2019-05-01";"C";1;0.0000;0.0000;1.0000;0.0000;4.0000;0.0000;0.0000;1000.0825;"E";"E";0;"empate";32.84;121.03
"vasco";2019;2;"2019-05-01";"C";1;0.3007;0.3007;0.3987;1.0458;1.3987;1.0000;2.0000;1017.5050;"E";"V";0;"atlético-mg";41.56;206.19
"atlético-mg";2019;2;"2019-05-01";"F";2;0.4454;0.2009;0.2882;1.4672;1.1616;1.0000;15.0000;992.3000;"E";"V";1;"atlético-mg";63.05;237.94
"grêmio";2019;2;"2019-05-01";"F";1;0.4585;0.0961;0.2795;1.2009;0.8734;1.0000;7.0000;984.4500;"V";"E";0;"empate";18.33;207.43
"são paulo";2019;2;"2019-05-01";"F";2;0.4192;0.1179;0.3100;1.2707;1.0742;0.0000;10.0000;989.7875;"M";"V";1;"são paulo";41.56;225.45
"corinthians";2019;2;"2019-05-01";"C";1;0.4410;0.2969;0.2620;1.2271;0.8472;1.0000;1.0000;982.7300;"M";"M";1;"corinthians";52.80;232.23
"goiás";2019;2;"2019-05-01";"C";1;0.3478;0.2348;0.4174;1.0957;1.1565;1.0000;12.0000;994.2700;"M";"V";0;"são paulo";18.22;158.84
"athlético-pr";2019;2;"2019-05-01";"F";1;0.4148;0.0000;0.3581;1.2751;1.1004;0.0000;16.0000;980.5200;"E";"M";0;"fortaleza";25.64;198.93
"cruzeiro";2019;2;"2019-05-01";"C";1;0.4585;0.2489;0.2926;1.3886;1.0262;1.0000;2.0000;953.3950;"M";"M";1;"cruzeiro";80.51;193.19
"fortaleza";2019;2;"2019-05-01";"C";2;0.0000;0.0000;1.0000;0.0000;4.0000;0.0000;0.0000;1000.5825;"E";"M";1;"fortaleza";52.91;152.20
"fluminense";2019;2;"2019-05-02";"F";1;0.3450;0.2533;0.3974;1.1834;1.2358;0.0000;6.0000;1010.9350;"M";"M";0;"santos";33.93;147.68
"bahia";2019;2;"2019-05-02";"F";2;0.3072;0.3137;0.3987;1.0458;1.1699;0.0000;9.0000;1010.7675;"M";"M";0;"botafogo-rj";43.31;218.02
"botafogo-rj";2019;2;"2019-05-02";"C";3;0.3665;0.2513;0.3822;1.1099;1.1414;1.0000;3.0000;985.2725;"M";"M";1;"botafogo-rj";44.40;148.81
"santos";2019;2;"2019-05-02";"C";2;0.4323;0.2533;0.3144;1.3144;0.9694;1.0000;12.0000;991.5450;"M";"M";1;"santos";55.31;219.20
"palmeiras";2019;3;"2019-05-04";"C";1;0.4844;0.2135;0.3021;1.4896;1.1146;1.0000;12.0000;1019.3025;"M";"M";1;"palmeiras";0.00;0.00
"ceará";2019;3;"2019-05-04";"C";1;0.2750;0.3500;0.3750;0.9000;0.9750;1.0000;7.0000;1009.8325;"E";"V";0;"atlético-mg";18.98;203.70
"corinthians";2019;3;"2019-05-04";"F";1;0.4435;0.2000;0.2609;1.2261;0.8435;1.0000;9.0000;982.2300;"V";"E";0;"empate";33.43;228.36
"internacional";2019;3;"2019-05-04";"F";0;0.4167;0.2135;0.3125;1.2031;1.0625;0.0000;10.0000;994.9700;"M";"M";0;"palmeiras";31.42;226.68
"vasco";2019;3;"2019-05-04";"C";1;0.2987;0.2987;0.4026;1.0455;1.4026;0.0000;1.0000;1018.0050;"V";"E";0;"empate";24.00;199.96
"atlético-mg";2019;3;"2019-05-04";"F";2;0.4478;0.0609;0.2870;1.4696;1.1609;1.0000;18.0000;992.8000;"E";"V";1;"atlético-mg";65.02;241.86
"flamengo";2019;3;"2019-05-05";"F";1;0.4261;0.2696;0.3217;1.2957;1.0913;0.0000;6.0000;1018.3400;"M";"E";0;"empate";21.49;212.08
"botafogo-rj";2019;3;"2019-05-05";"C";1;0.3698;0.2500;0.3802;1.1198;1.1458;3.0000;9.0000;985.2725;"M";"M";1;"botafogo-rj";78.87;161.71
"fortaleza";2019;3;"2019-05-05";"F";0;0.5000;24.0000;0.5000;1.0000;2.5000;0.0000;9.0000;1000.5825;"M";"M";0;"botafogo-rj";38.57;154.32
"são paulo";2019;3;"2019-05-05";"C";1;0.4217;0.2696;0.3087;1.2739;1.0739;1.0000;15.0000;989.2875;"M";"E";0;"empate";30.11;219.16
"fluminense";2019;3;"2019-05-05";"F";5;0.3435;0.2652;0.4000;1.1826;1.2391;0.0000;3.0000;1011.9350;"M";"V";1;"fluminense";74.29;159.73
"grêmio";2019;3;"2019-05-05";"C";4;0.4565;0.2652;0.2783;1.2000;0.8739;1.0000;6.0000;983.4500;"M";"V";0;"fluminense";71.24;205.62
"cruzeiro";2019;3;"2019-05-05";"C";2;0.4609;0.2478;0.2913;1.3870;1.0217;1.0000;10.0000;953.3950;"M";"M";1;"cruzeiro";49.31;188.49
"santos";2019;3;"2019-05-05";"F";0;0.4348;0.0043;0.3130;1.3174;0.9696;1.0000;15.0000;991.0450;"V";"E";0;"empate";56.18;219.82
"athlético-pr";2019;3;"2019-05-05";"F";1;0.4130;0.2391;0.3609;1.2739;1.1043;0.0000;9.0000;981.0200;"M";"E";0;"empate";37.96;196.48
"goiás";2019;3;"2019-05-05";"F";1;0.3448;0.4914;0.4224;1.0948;1.1638;0.0000;6.0000;994.2700;"M";"M";0;"cruzeiro";32.95;162.71
"chapecoense";2019;3;"2019-05-05";"C";1;0.3281;0.2865;0.3854;1.0677;1.2552;1.0000;9.0000;1006.1450;"M";"E";0;"empate";40.25;193.07
"avaí";2019;3;"2019-05-05";"F";0;0.2692;0.5769;0.4359;0.8846;1.4231;0.0000;4.0000;1012.2700;"M";"M";0;"bahia";34.15;137.18
"bahia";2019;3;"2019-05-05";"C";1;0.3052;0.2922;0.4026;1.0519;1.1818;1.0000;7.0000;1010.7675;"M";"M";1;"bahia";59.13;215.89
"csa";2019;3;"2019-05-05";"C";0;0.0000;0.5000;0.5000;0.5000;2.5000;0.0000;3.0000;1000.5825;"V";"E";0;"empate";65.24;141.89
"ceará";2019;4;"2019-05-11";"F";1;0.2683;0.6585;0.3902;0.9024;1.0000;0.0000;3.0000;1009.8325;"M";"M";0;"goiás";37.75;200.88
"goiás";2019;4;"2019-05-11";"C";2;0.3419;0.2308;0.4274;1.0940;1.1709;1.0000;3.0000;994.2700;"M";"M";1;"goiás";50.07;164.65
"fluminense";2019;4;"2019-05-11";"C";0;0.3463;0.2554;0.3983;1.1991;1.2511;1.0000;9.0000;1010.9350;"M";"V";0;"botafogo-rj";13.09;148.46
"corinthians";2019;4;"2019-05-11";"C";0;0.4416;0.2987;0.2597;1.2251;0.8442;1.0000;9.0000;981.7300;"M";"E";0;"empate";52.91;225.89
"botafogo-rj";2019;4;"2019-05-11";"F";1;0.3731;0.3057;0.3782;1.1192;1.1399;0.0000;15.0000;986.2725;"M";"V";1;"botafogo-rj";53.02;163.58
"grêmio";2019;4;"2019-05-11";"F";0;0.4545;0.2987;0.2814;1.2121;0.8918;0.0000;0.0000;983.9500;"M";"E";0;"empate";57.16;205.89
"vasco";2019;4;"2019-05-12";"F";0;0.2968;0.3806;0.4000;1.0452;1.4000;0.0000;3.0000;1018.0050;"M";"M";0;"santos";15.10;194.42
"atlético-mg";2019;4;"2019-05-12";"C";0;0.4502;0.2641;0.2857;1.4719;1.1602;1.0000;18.0000;992.0500;"E";"V";0;"palmeiras";21.38;230.51
"palmeiras";2019;4;"2019-05-12";"F";2;0.4870;0.3161;0.3005;1.4870;1.1088;1.0000;12.0000;1020.0525;"E";"V";1;"palmeiras";0.00;0.00
"chapecoense";2019;4;"2019-05-12";"F";1;0.3264;0.3057;0.3834;1.0674;1.2539;0.0000;6.0000;1006.1450;"M";"M";0;"flamengo";58.04;200.61
"fortaleza";2019;4;"2019-05-12";"C";0;0.3333;0.0000;0.6667;0.6667;2.0000;1.0000;6.0000;1000.0825;"E";"V";0;"são paulo";19.09;150.31
"cruzeiro";2019;4;"2019-05-12";"F";1;0.4632;0.2251;0.2900;1.3896;1.0216;0.0000;15.0000;953.3950;"M";"M";0;"internacional";31.42;183.19
"santos";2019;4;"2019-05-12";"C";3;0.4329;0.2554;0.3117;1.3117;0.9654;1.0000;12.0000;991.0450;"M";"M";1;"santos";107.78;235.37
"flamengo";2019;4;"2019-05-12";"C";2;0.4242;0.2554;0.3203;1.2944;1.0909;1.0000;6.0000;1018.3400;"M";"M";1;"flamengo";51.60;214.32
"csa";2019;4;"2019-05-12";"F";0;0.0000;7.6667;0.3333;0.3333;1.6667;0.0000;5.0000;1001.0825;"M";"E";0;"empate";33.93;140.36
"athlético-pr";2019;4;"2019-05-12";"C";1;0.4113;0.2294;0.3593;1.2727;1.1039;1.0000;6.0000;981.0200;"M";"M";1;"athlético-pr";66.65;201.36
"avaí";2019;4;"2019-05-12";"C";0;0.2658;0.2911;0.4430;0.8734;1.4177;2.0000;2.0000;1011.7700;"M";"E";0;"empate";30.33;136.58
"internacional";2019;4;"2019-05-12";"C";3;0.4145;0.2694;0.3161;1.1969;1.0622;1.0000;6.0000;994.9700;"M";"M";1;"internacional";70.25;236.41
"bahia";2019;4;"2019-05-12";"F";0;0.3097;0.3419;0.4000;1.0516;1.1742;0.0000;12.0000;1010.7675;"M";"M";0;"athlético-pr";37.85;211.09
"são paulo";2019;4;"2019-05-12";"F";1;0.4199;0.0000;0.3074;1.2727;1.0736;1.0000;12.0000;989.7875;"E";"V";1;"são paulo";60.44;224.82
"cruzeiro";2019;5;"2019-05-18";"F";1;0.4612;0.2543;0.2931;1.3879;1.0302;1.0000;9.0000;952.5200;"E";"M";0;"fluminense";39.05;174.59
"fluminense";2019;5;"2019-05-18";"C";4;0.3448;0.2543;0.4009;1.1940;1.2500;1.0000;6.0000;1011.8100;"E";"M";1;"fluminense";76.69;159.89
"flamengo";2019;5;"2019-05-18";"F";1;0.4267;0.2629;0.3190;1.2974;1.0905;1.0000;9.0000;1017.8400;"E";"M";0;"atlético-mg";57.49;205.36
"palmeiras";2019;5;"2019-05-18";"C";4;0.4897;0.2113;0.2990;1.4897;1.1031;1.0000;16.0000;1020.0525;"M";"M";1;"palmeiras";0.00;291.00
"santos";2019;5;"2019-05-18";"F";0;0.4353;0.1767;0.3103;1.3190;0.9612;0.0000;12.0000;991.0450;"M";"M";0;"palmeiras";24.22;226.85
"atlético-mg";2019;5;"2019-05-18";"C";2;0.4483;0.2629;0.2888;1.4655;1.1638;1.0000;9.0000;992.5500;"E";"M";1;"atlético-mg";41.56;227.56
"fortaleza";2019;5;"2019-05-19";"F";3;0.2500;14.0000;0.7500;0.5000;1.7500;0.0000;5.0000;1001.5825;"M";"V";1;"fortaleza";65.02;160.46
"chapecoense";2019;5;"2019-05-19";"C";1;0.3247;0.2887;0.3866;1.0670;1.2577;2.0000;2.0000;1004.6450;"M";"V";0;"fortaleza";37.42;198.04
